Forest_Biomass,Wildlife,Human_Population,Population_Pressure,Human_Activities,Technological_Efforts,Economic_Measures,time
1.0,0.5,0.3,0.2,0.1,0.1,0.1,0.0
0.878129576388558,0.5304637302970994,0.3152405591086527,0.195841391541416,0.10487580969317761,0.09964219823585115,0.10009893304660775,0.1001001001001001
0.7709490170283076,0.5546767322775944,0.33088761245864406,0.19187235922815876,0.10964438446274175,0.09933772131920242,0.10018351541001443,0.2002002002002002
0.6767435471156235,0.5708784845783967,0.34691624487343214,0.18808944796036972,0.11431068235377402,0.09908008928277996,0.10025446646599262,0.3003003003003003
0.5939937937770385,0.5777875825995494,0.36329835074719,0.18448917409364513,0.11887956209429304,0.09886358042655596,0.10031248971440647,0.4004004004004004
0.5213506843691489,0.574838341495963,0.38000275666680267,0.18106801151173407,0.12335578179188804,0.09868314566030226,0.10035827274233372,0.5005005005005005
0.4576144004257975,0.5622932500514966,0.3969953918884057,0.17782237873305587,0.12774399736578185,0.09853433346379217,0.10039248714887151,0.6006006006006006
0.4017171987172835,0.541191197908248,0.4142395078200976,0.1747486273034713,0.13204876070511165,0.09841322383321822,0.10041578842876442,0.7007007007007008
0.352709502385641,0.5131493951718458,0.43169594746532886,0.17184303166780285,0.1362745175959652,0.09831636951655968,0.10042881581974315,0.8008008008008008
0.30974843152057313,0.48008550240959846,0.4493234641531106,0.16910178071383772,0.14042560546582417,0.09824074320105161,0.10043219211918002,0.9009009009009009
0.27208791844096925,0.4439409645569707,0.46707908648155505,0.16652097116845113,0.1445062509978624,0.09818368972471236,0.1004265234762003,1.001001001001001
0.2390697230977163,0.4064672903460382,0.4849185235440931,0.16409660299930537,0.1485205676711749,0.0981428827357049,0.1004123991659501,1.1011011011011012
0.21011493854233948,0.3691010902802461,0.5027966019837302,0.1618245769368925,0.15247255328507364,0.09811628547784915,0.10039039135313219,1.2012012012012012
0.1847158359380162,0.332921843264842,0.5206677246829445,0.15970069418395955,0.15636608752621467,0.09810211550732875,0.10036105485218792,1.3013013013013013
0.16242807105510285,0.29866938623341427,0.538486340030163,0.15772065832706303,0.16020492963656854,0.09809881316946643,0.10032492689160769,1.4014014014014016
0.1428633481549495,0.26679450879812733,0.556207410533513,0.1558800794119439,0.16399271623805456,0.09810501363734025,0.10028252688977582,1.5015015015015016
0.12568264289910225,0.23752159666596906,0.57378687001194,0.1541744800930693,0.16773295936589439,0.0981195222666009,0.10023435624946651,1.6016016016016017
0.1105900516980188,0.2109093928510714,0.591182059268458,0.15259930372090275,0.1714290447583659,0.09814129298253162,0.10018089817771895,1.7017017017017018
0.09732729223303012,0.18690309520667464,0.6083521312396072,0.15114992418916343,0.17508423044480795,0.09816940939619047,0.10012261753722103,1.8018018018018018
0.08566884319972376,0.16537550075506685,0.6252584178516556,0.14982165733054015,0.17870164566732324,0.09820306834590956,0.10005996073462617,1.9019019019019021
0.07541768466222885,0.14615759819437896,0.6418647521415948,0.14860977361883515,0.1822842901650531,0.09824156556959786,0.0999933556504862,2.002002002002002
0.06640158666797896,0.12906023063198604,0.6581377408770933,0.14750951192049655,0.1858350338419494,0.09828428324219347,0.09992321161450192,2.1021021021021022
0.058469886624131495,0.11388874498530167,0.6740469843566177,0.14651609402104512,0.18935661683225977,0.09833067913181968,0.0998499194289807,2.2022022022022023
0.051490697207687154,0.10045241621500836,0.6895652417992612,0.14562473965425402,0.19285164997008786,0.09838027716307006,0.09977385144235147,2.3023023023023024
0.04534848839124163,0.08857015597139718,0.7046685422097467,0.14483068175819885,0.19632261566265144,0.09843265919605068,0.09969536167371619,2.4024024024024024
0.039941994189272335,0.07807363533036364,0.7193362420885141,0.14412918170184102,0.19977186916011186,0.09848745786144958,0.09961478598845361,2.5025025025025025
0.035182398693869014,0.0688086985348944,0.733551032621663,0.14351554423384133,0.20320164020885587,0.09854435030778776,0.09953244232407095,2.6026026026026026
0.030991762991334375,0.06063566204817255,0.7472989000759468,0.14298513193286821,0.20661403506978812,0.09860305274090131,0.09944863096468974,2.702702702702703
0.027301659914795953,0.05342892422922566,0.7605690438548867,0.1425333789628478,0.21001103887942707,0.09866331565259309,0.09936363486195986,2.802802802802803
