Forest_Biomass,Wildlife,Human_Population,Population_Pressure,Human_Activities,Technological_Efforts,Economic_Measures,time
1.0,0.5,0.3,0.2,0.1,0.1,0.1,0.0
0.9525766671526973,0.5196964183916032,0.3175681548623653,0.21130965813005342,0.10793797154709456,0.09938067934152144,0.1052036495935357,0.1001001001001001
0.9068954930821187,0.5380174823265677,0.33555802149159414,0.2232738275171278,0.11631797431882009,0.10039505092346471,0.11070704598752852,0.2002002002002002
0.8629395823105308,0.554671927364886,0.35392781189719735,0.23587613159568271,0.12516026039108508,0.1029588264684917,0.11652672400403274,0.3003003003003003
0.8206897003244723,0.5693855458912455,0.3726323607238985,0.24909744953155358,0.13448420720615017,0.10698959289476873,0.12267847748134753,0.4004004004004004
0.7801241381834255,0.5819122440819291,0.39162356093411704,0.26291586057759286,0.14430822502913523,0.11240684562172985,0.12917728964527644,0.5005005005005005
0.7412185414104281,0.5920447131164935,0.4108508087782735,0.27730659501867116,0.1546496529330007,0.11913205938529564,0.1360372512471076,0.6006006006006006
0.703945784159198,0.599623355653837,0.4302615218748602,0.2922420570835902,0.16552466747749975,0.12708874515343924,0.1432714869204584,0.7007007007007008
0.6682758703229661,0.604543214002192,0.44980167110919056,0.3076918735146069,0.17694819034723633,0.13620252269828415,0.15089207836179333,0.8008008008008008
0.6341759002329841,0.6067581258353051,0.4694163500591107,0.32362299410319634,0.18893380299938836,0.14640119164625318,0.1589099911708042,0.9009009009009009
0.6016101137149312,0.6062816215947664,0.4890503435615918,0.3399998342492073,0.20149367126714124,0.1576147996335327,0.16733500801029405,1.001001001001001
0.5705400120289045,0.6031847912065484,0.5086487049237555,0.35678445929519637,0.21463847746070885,0.16977570798159675,0.1761756662594312,1.1011011011011012
0.5409245561383006,0.5975913264284285,0.5281573170312714,0.3739368050386165,0.22837736289668867,0.18281865046184326,0.185439202890274,1.2012012012012012
0.5127204416684681,0.5896699961695274,0.5475234290521597,0.3914149347377456,0.2427178821606855,0.19668078255573346,0.19513150779736493,1.3013013013013013
0.4858824248304685,0.5796257999465811,0.566696160231976,0.4091753207632933,0.2576659681754263,0.21130171992891364,0.20525708542025234,1.4014014014014016
0.46036369295560137,0.5676900745277274,0.5856269603119252,0.4271731519755218,0.27322590982580897,0.22662356404399336,0.21581902616823967,1.5015015015015016
0.43611625806439885,0.5541104992796212,0.6042700198340742,0.445362658620074,0.2894003419159945,0.2425909137274348,0.22681898790177807,1.6016016016016017
0.4130913568915048,0.5391416841706027,0.6225826244617578,0.4636974485533052,0.306190247465274,0.2591508630225253,0.23825718784689054,1.7017017017017018
0.39123984033920495,0.5230367705293693,0.6405254491891927,0.4821308496331358,0.32359497214570804,0.2762529850375699,0.2501324050326731,1.8018018018018018
0.3705125407740356,0.506040399129267,0.6580627899830312,0.500616252118556,0.3416122505278798,0.2938493028836132,0.26244199330644624,1.9019019019019021
0.3508606067656844,0.48838319061242286,0.6751627321037583,0.5191074455660879,0.36023824352578476,0.3118942487433561,0.2751819046745883,2.002002002002002
0.3322357990588378,0.4702777490395844,0.691797255927849,0.5375589449052787,0.3794675863143027,0.3303446125445455,0.28834672260225624,2.1021021021021022
0.31459074539620796,0.4519160921797065,0.707942282354301,0.5559263016857668,0.399293445990728,0.3491594815721515,0.30192970482621545,2.2022022022022023
0.2978791510131662,0.43346833860006556,0.7235776615133509,0.5741663943108803,0.419707587765875,0.3683001731431524,0.31592283490824424,2.3023023023023024
0.28205596955562173,0.41508240298186516,0.7386871095086104,0.5922376959073775,0.44070044883066356,0.38773016146430483,0.33031688180963764,2.4024024024024024
0.2670775351862359,0.3968845218533145,0.7532580982834417,0.6101005158069452,0.46226121877999554,0.40741500025648947,0.3451014666720992,2.5025025025025025
0.25290166006630105,0.3789803721056392,0.7672817048014563,0.6277172125159851,0.48437792544743163,0.4273222425212564,0.3602651358588548,2.6026026026026026
